Row 18, label PEFNTVTY, used 926: Columbia
Row 28363, label PEMNTVTY, used 428: United-States
Row 28426, label PEFNTVTY, used 15: United-States
Row 28426, label PEMNTVTY, used 15: United-States
Row 28427, label PEFNTVTY, used 3113: United-States
Row 28448, label PEFNTVTY, used 15: United-States
Row 28448, label PEMNTVTY, used 15: United-States
Row 28501, label PEFNTVTY, used 417: United-States
Row 28501, label PEMNTVTY, used 417: United-States
Row 28519, label PEFNTVTY, used 22731: Italy
Row 28519, label PEMNTVTY, used 22731: Italy
Row 28519, label PENATVTY, used 22731: Italy
Row 28553, label PEFNTVTY, used 1747: United-States
Row 28553, label PEMNTVTY, used 1747: United-States
Row 28572, label PENATVTY, used 119: United-States
Row 28621, label PEMNTVTY, used 1480: United-States
Row 28621, label PENATVTY, used 1480: United-States
Row 28637, label PEFNTVTY, used 40650: United-States
Row 28637, label PEMNTVTY, used 40650: United-States
Row 28655, label PEFNTVTY, used 95764: United-States
Row 28655, label PEMNTVTY, used 95764: United-States
Row 28655, label PENATVTY, used 95764: United-States
Row 28670, label PEFNTVTY, used 2142: United-States
Row 28670, label PEMNTVTY, used 2142: United-States
Row 28670, label PENATVTY, used 2142: United-States
Row 28676, label PEFNTVTY, used 5158: United-States
Row 28708, label PEFNTVTY, used 3: United-States
Row 28708, label PEMNTVTY, used 3: United-States
Row 28730, label PEFNTVTY, used 20067: United-States
Row 28730, label PEMNTVTY, used 20067: United-States
Row 28730, label PENATVTY, used 20067: United-States
Row 28792, label PENATVTY, used 297: United-States
Row 28796, label PEFNTVTY, used 76668: United-States
Row 28809, label PEMNTVTY, used 46: United-States
Row 28850, label PEFNTVTY, used 46: United-States
Row 28850, label PEMNTVTY, used 46: United-States
Row 28850, label PENATVTY, used 46: United-States
Row 28872, label PEFNTVTY, used 3: United-States
Row 28883, label PENATVTY, used 557: United-States
Row 28891, label PEFNTVTY, used 46: United-States
Row 28891, label PEMNTVTY, used 46: United-States
Row 28891, label PENATVTY, used 46: United-States
Row 28896, label PEFNTVTY, used 9147: United-States
Row 28908, label PEFNTVTY, used 1856: United-States
Row 28908, label PEMNTVTY, used 1856: United-States
Row 28921, label PEFNTVTY, used 5830: United-States
Row 28928, label PEFNTVTY, used 119: United-States
Row 28928, label PEMNTVTY, used 119: United-States
Row 28968, label PEFNTVTY, used 2473: United-States
Row 29007, label PENATVTY, used 56: United-States
Row 29028, label PEFNTVTY, used 15241: United-States
Row 29028, label PEMNTVTY, used 15241: United-States
Row 29028, label PENATVTY, used 15241: United-States
Row 29046, label PEFNTVTY, used 2933: United-States
Row 29094, label PEFNTVTY, used 1793: United-States
Row 29168, label PEFNTVTY, used 6198: Dominican-Republic
Row 29168, label PEMNTVTY, used 6198: Dominican-Republic
Row 29168, label PENATVTY, used 6198: Dominican-Republic
Row 29179, label PEFNTVTY, used 12976: United-States
Row 29213, label PENATVTY, used 178: United-States
Row 29244, label PEFNTVTY, used 184: United-States
Row 29244, label PEMNTVTY, used 184: United-States
Row 29244, label PENATVTY, used 184: United-States
Row 29260, label PEFNTVTY, used 14088: United-States
Row 29260, label PEMNTVTY, used 14088: United-States
Row 29261, label PEFNTVTY, used 7079: United-States
Row 29270, label PEFNTVTY, used 900: United-States
Row 29270, label PEMNTVTY, used 900: United-States
Row 29270, label PENATVTY, used 900: United-States
Row 29361, label PEFNTVTY, used 1957: United-States
Row 29367, label PEFNTVTY, used 469: Italy
Row 29367, label PEMNTVTY, used 469: Italy
Row 29387, label PEFNTVTY, used 46: United-States
Row 29387, label PEMNTVTY, used 46: United-States
Row 29394, label PEFNTVTY, used 21407: United-States
Row 29394, label PEMNTVTY, used 21407: United-States
Row 29394, label PENATVTY, used 21407: United-States
Row 29401, label PEFNTVTY, used 667: United-States
Row 29401, label PEMNTVTY, used 667: United-States
Row 29401, label PENATVTY, used 667: United-States
Row 29429, label PEFNTVTY, used 473: United-States
Row 29431, label PENATVTY, used 98963: India
Row 29435, label PEFNTVTY, used 0: United-States
Row 29435, label PEMNTVTY, used 0: United-States
Row 29460, label PEMNTVTY, used 2840: Italy
Row 29462, label PEFNTVTY, used 3: United-States
Row 29482, label PEFNTVTY, used 12790: United-States
Row 29482, label PEMNTVTY, used 12790: United-States
Row 29482, label PENATVTY, used 12790: United-States
Row 29529, label PEMNTVTY, used 16856: United-States
Row 29529, label PENATVTY, used 16856: United-States
Row 29552, label PEFNTVTY, used 63937: United-States
Row 29552, label PEMNTVTY, used 63937: United-States
Row 29552, label PENATVTY, used 63937: United-States
Row 29557, label PEMNTVTY, used 10457: United-States
Row 29557, label PENATVTY, used 10457: United-States
Row 29583, label PEMNTVTY, used 137171: Philippines
Row 29583, label PENATVTY, used 137171: Philippines
Row 29605, label PEFNTVTY, used 179: United-States
Row 29629, label PEFNTVTY, used 0: United-States
Row 29629, label PEMNTVTY, used 0: United-States
Row 29629, label PENATVTY, used 0: United-States
Row 29649, label PEFNTVTY, used 6561: Peru
Row 29649, label PEMNTVTY, used 6561: Peru
Row 29649, label PENATVTY, used 6561: Peru
Row 29675, label PEFNTVTY, used 44: United-States
Row 29738, label PEFNTVTY, used 130417: Nicaragua
Row 29747, label PENATVTY, used 58225: United-States
Row 29761, label PEFNTVTY, used 740: United-States
Row 29761, label PEMNTVTY, used 740: United-States
Row 29770, label PEFNTVTY, used 3: United-States
Row 29770, label PEMNTVTY, used 3: United-States
Row 29789, label PEFNTVTY, used 15247: United-States
Row 29796, label PEMNTVTY, used 60: United-States
Row 29833, label PENATVTY, used 17328: United-States
Row 30064, label PEFNTVTY, used 2090: United-States
Row 30064, label PEMNTVTY, used 2090: United-States
Row 30064, label PENATVTY, used 2090: United-States
Row 30085, label PEFNTVTY, used 1114: United-States
Row 30085, label PEMNTVTY, used 1114: United-States
Row 30092, label PEFNTVTY, used 4774: United-States
Row 30093, label PEFNTVTY, used 4052: United-States
Row 30094, label PEFNTVTY, used 27755: United-States
Row 30094, label PEMNTVTY, used 27755: United-States
Row 30094, label PENATVTY, used 27755: United-States
Row 30157, label PEFNTVTY, used 19192: United-States
Row 30157, label PEMNTVTY, used 19192: United-States
Row 30157, label PENATVTY, used 19192: United-States
Row 30170, label PEFNTVTY, used 16996: United-States
Row 30170, label PEMNTVTY, used 16996: United-States
Row 30170, label PENATVTY, used 16996: United-States
Row 30177, label PEMNTVTY, used 122438: United-States
Row 30224, label PEFNTVTY, used 114: United-States
Row 30224, label PEMNTVTY, used 114: United-States
Row 30224, label PENATVTY, used 114: United-States
Row 30238, label PEFNTVTY, used 1928: United-States
Row 30238, label PEMNTVTY, used 1928: United-States
Row 30260, label PEFNTVTY, used 161509: Columbia
Row 30270, label PEFNTVTY, used 1542: United-States
Row 30271, label PEFNTVTY, used 3188: United-States
Row 30271, label PEMNTVTY, used 3188: United-States
Row 30271, label PENATVTY, used 3188: United-States
Row 30330, label PEFNTVTY, used 1261: United-States
Row 30330, label PEMNTVTY, used 1261: United-States
Row 30362, label PEFNTVTY, used 15: United-States
Row 30362, label PEMNTVTY, used 15: United-States
Row 30381, label PEFNTVTY, used 17251: Philippines
Row 30381, label PEMNTVTY, used 17251: Philippines
Row 30381, label PENATVTY, used 17251: United-States
Row 30400, label PEFNTVTY, used 558: Yugoslavia
Row 30400, label PEMNTVTY, used 558: Yugoslavia
Row 30402, label PEFNTVTY, used 15: United-States
Row 30421, label PEFNTVTY, used 17324: El-Salvador
Row 30421, label PEMNTVTY, used 17324: El-Salvador
Row 30421, label PENATVTY, used 17324: El-Salvador
Row 30430, label PEMNTVTY, used 3: United-States
Row 30440, label PEFNTVTY, used 153105: United-States
Row 30440, label PEMNTVTY, used 153105: United-States
Row 30440, label PENATVTY, used 153105: United-States
Row 30461, label PEFNTVTY, used 0: United-States
Row 30495, label PEFNTVTY, used 1277: United-States
Row 30495, label PEMNTVTY, used 1277: United-States
Row 30495, label PENATVTY, used 1277: United-States
Row 30532, label PEFNTVTY, used 17806: Honduras
Row 30532, label PEMNTVTY, used 17806: Honduras
Row 30532, label PENATVTY, used 17806: Honduras
Row 30534, label PEMNTVTY, used 3: United-States
Row 30568, label PENATVTY, used 3372: United-States
Row 30592, label PEFNTVTY, used 44: United-States
Row 30592, label PEMNTVTY, used 44: United-States
Row 30625, label PEMNTVTY, used 3929: United-States
Row 30640, label PEFNTVTY, used 3: United-States
Row 30647, label PEMNTVTY, used 2149: United-States
Row 30652, label PEMNTVTY, used 558: Yugoslavia
Row 30703, label PEMNTVTY, used 400: United-States
Row 30710, label PEFNTVTY, used 69419: United-States
Row 30733, label PEFNTVTY, used 18380: United-States
Row 30733, label PEMNTVTY, used 18380: United-States
Row 30733, label PENATVTY, used 18380: United-States
Row 30750, label PEMNTVTY, used 483: United-States
Row 30770, label PEFNTVTY, used 34322: El-Salvador
Row 30770, label PEMNTVTY, used 34322: El-Salvador
Row 30770, label PENATVTY, used 34322: El-Salvador
Row 30786, label PEFNTVTY, used 0: United-States
Row 30786, label PEMNTVTY, used 0: United-States
Row 30803, label PEMNTVTY, used 3: United-States
Row 30814, label PEFNTVTY, used 15: United-States
Row 30853, label PEFNTVTY, used 156: United-States
Row 30853, label PEMNTVTY, used 156: United-States
Row 30853, label PENATVTY, used 156: United-States
Row 30880, label PEMNTVTY, used 203: Puerto-Rico
Row 30897, label PEFNTVTY, used 0: United-States
Row 30917, label PEFNTVTY, used 77: United-States
Row 30917, label PEMNTVTY, used 77: United-States
Row 30917, label PENATVTY, used 77: United-States
Row 30959, label PEFNTVTY, used 15950: Columbia
Row 30959, label PEMNTVTY, used 15950: Columbia
Row 30959, label PENATVTY, used 15950: Columbia
Row 30984, label PEFNTVTY, used 3: United-States
Row 30984, label PEMNTVTY, used 3: United-States
Row 30984, label PENATVTY, used 3: United-States
Row 31007, label PEFNTVTY, used 87: United-States
Row 31008, label PEFNTVTY, used 8711: United-States
Row 31034, label PEFNTVTY, used 8158: United-States
Row 31034, label PEMNTVTY, used 8158: United-States
Row 31034, label PENATVTY, used 8158: United-States
Row 31038, label PEFNTVTY, used 473: United-States
Row 31038, label PEMNTVTY, used 473: United-States
Row 31072, label PENATVTY, used 15953: Hong Kong
Row 31095, label PEFNTVTY, used 3: United-States
Row 31095, label PEMNTVTY, used 3: United-States
Row 31098, label PEFNTVTY, used 15590: United-States
Row 31098, label PEMNTVTY, used 15590: United-States
Row 31098, label PENATVTY, used 15590: United-States
Row 31137, label PEFNTVTY, used 179: United-States
Row 31137, label PEMNTVTY, used 179: United-States
Row 31247, label PEFNTVTY, used 15: United-States
Row 31247, label PEMNTVTY, used 15: United-States
Row 31247, label PENATVTY, used 15: United-States
Row 31265, label PEMNTVTY, used 428: United-States
Row 31291, label PEMNTVTY, used 14608: United-States
Row 31327, label PEFNTVTY, used 105483: Vietnam
Row 31327, label PEMNTVTY, used 105483: Vietnam
Row 31327, label PENATVTY, used 105483: Vietnam
Row 31330, label PEMNTVTY, used 46216: United-States
Row 31350, label PEFNTVTY, used 2142: United-States
Row 31350, label PEMNTVTY, used 2142: United-States
Row 31358, label PEMNTVTY, used 38500: United-States
Row 31405, label PEFNTVTY, used 188103: United-States
Row 31405, label PEMNTVTY, used 188103: United-States
Row 31409, label PEFNTVTY, used 19944: United-States
Row 31409, label PEMNTVTY, used 19944: United-States
Row 31409, label PENATVTY, used 19944: United-States
Row 31457, label PEMNTVTY, used 42862: United-States
Row 31459, label PEFNTVTY, used 8659: United-States
Row 31459, label PEMNTVTY, used 8659: United-States
Row 31459, label PENATVTY, used 8659: United-States
Row 31469, label PEMNTVTY, used 46: United-States
Row 31484, label PEFNTVTY, used 3: United-States
Row 31525, label PEFNTVTY, used 15: United-States
Row 31525, label PEMNTVTY, used 15: United-States
Row 31550, label PEFNTVTY, used 1806: United-States
Row 31550, label PEMNTVTY, used 1806: United-States
Row 31550, label PENATVTY, used 1806: United-States
Row 31582, label PEFNTVTY, used 38684: United-States
Row 31582, label PEMNTVTY, used 38684: United-States
Row 31582, label PENATVTY, used 38684: United-States
Row 31624, label PEFNTVTY, used 3800: United-States
Row 31624, label PEMNTVTY, used 3800: United-States
Row 31624, label PENATVTY, used 3800: United-States
Row 31625, label PEFNTVTY, used 192: United-States
Row 31625, label PEMNTVTY, used 192: United-States
Row 31625, label PENATVTY, used 192: United-States
Row 31635, label PEFNTVTY, used 2667: United-States
Row 31635, label PEMNTVTY, used 2667: United-States
Row 31635, label PENATVTY, used 2667: United-States
Row 31648, label PEFNTVTY, used 733: United-States
Row 31648, label PEMNTVTY, used 733: United-States
Row 31648, label PENATVTY, used 733: United-States
Row 31650, label PEFNTVTY, used 44: United-States
Row 31655, label PEFNTVTY, used 993: United-States
Row 31655, label PEMNTVTY, used 993: United-States
Row 31655, label PENATVTY, used 993: United-States
Row 31664, label PEFNTVTY, used 84531: United-States
Row 31664, label PEMNTVTY, used 84531: United-States
Row 31664, label PENATVTY, used 84531: United-States
Row 31675, label PEFNTVTY, used 294: United-States
Row 31675, label PEMNTVTY, used 294: United-States
Row 31705, label PEMNTVTY, used 15852: United-States
Row 31721, label PEFNTVTY, used 0: United-States
Row 31754, label PEFNTVTY, used 30337: United-States
Row 31754, label PEMNTVTY, used 30337: United-States
Row 31754, label PENATVTY, used 30337: United-States
Row 31756, label PEMNTVTY, used 184: United-States
Row 31773, label PEFNTVTY, used 16364: United-States
Row 31773, label PEMNTVTY, used 16364: United-States
Row 31773, label PENATVTY, used 16364: United-States
Row 31782, label PEFNTVTY, used 9802: United-States
Row 31782, label PEMNTVTY, used 9802: Ireland
Row 31782, label PENATVTY, used 9802: United-States
Row 31852, label PEFNTVTY, used 4038: Ecuador
Row 31852, label PEMNTVTY, used 4038: Ecuador
Row 31852, label PENATVTY, used 4038: Ecuador
Row 31896, label PEFNTVTY, used 3669: United-States
Row 31896, label PEMNTVTY, used 3669: United-States
Row 31931, label PEMNTVTY, used 60: United-States
Row 31955, label PEFNTVTY, used 3679: China
Row 31969, label PEFNTVTY, used 65: South Korea
Row 32010, label PEFNTVTY, used 87: United-States
Row 32010, label PEMNTVTY, used 87: United-States
Row 32026, label PEFNTVTY, used 3: United-States
Row 32053, label PEFNTVTY, used 1611: Poland
Row 32053, label PEMNTVTY, used 1611: Germany
Row 32096, label PEFNTVTY, used 297: United-States
Row 32096, label PEMNTVTY, used 297: United-States
Row 32097, label PEFNTVTY, used 77833: United-States
Row 32097, label PEMNTVTY, used 77833: United-States
Row 32097, label PENATVTY, used 77833: United-States
Row 32111, label PEFNTVTY, used 3: United-States
Row 32111, label PEMNTVTY, used 3: United-States
Row 32111, label PENATVTY, used 3: United-States
Row 32116, label PEFNTVTY, used 985: United-States
Row 32116, label PEMNTVTY, used 985: United-States
Row 32118, label PEFNTVTY, used 8267: United-States
Row 32118, label PEMNTVTY, used 8267: United-States
Row 32137, label PEFNTVTY, used 7624: Nicaragua
Row 32137, label PEMNTVTY, used 7624: Nicaragua
Row 32137, label PENATVTY, used 7624: Nicaragua
Row 32150, label PEMNTVTY, used 950: United-States
Row 32152, label PEFNTVTY, used 34: United-States
Row 32152, label PEMNTVTY, used 34: United-States
Row 32152, label PENATVTY, used 34: United-States
Row 32161, label PEFNTVTY, used 15594: Haiti
Row 32161, label PEMNTVTY, used 15594: Haiti
Row 32161, label PENATVTY, used 15594: Haiti
Row 32162, label PEFNTVTY, used 3: United-States
Row 32162, label PENATVTY, used 3: United-States
Row 32186, label PEFNTVTY, used 79457: United-States
Row 32186, label PEMNTVTY, used 79457: United-States
Row 32186, label PENATVTY, used 79457: United-States
Row 32243, label PEFNTVTY, used 197871: United-States
Row 32243, label PEMNTVTY, used 197871: United-States
Row 32243, label PENATVTY, used 197871: United-States
Row 32250, label PEFNTVTY, used 203: Puerto-Rico
Row 32250, label PEMNTVTY, used 203: Puerto-Rico
Row 32257, label PEFNTVTY, used 137: United-States
Row 32257, label PEMNTVTY, used 137: United-States
Row 32257, label PENATVTY, used 137: United-States
Row 32265, label PEFNTVTY, used 1171: United-States
Row 32265, label PEMNTVTY, used 1171: United-States
Row 32265, label PENATVTY, used 1171: United-States
Row 32272, label PEFNTVTY, used 417: United-States
Row 32272, label PEMNTVTY, used 417: United-States
Row 32281, label PEFNTVTY, used 2156: United-States
Row 32281, label PEMNTVTY, used 2156: United-States
Row 32300, label PEFNTVTY, used 1586: Haiti
Row 32300, label PEMNTVTY, used 1586: Haiti
Row 32300, label PENATVTY, used 1586: Haiti
Row 32316, label PEFNTVTY, used 40: United-States
Row 32367, label PEFNTVTY, used 15991: United-States
Row 32367, label PEMNTVTY, used 15991: United-States
Row 32367, label PENATVTY, used 15991: United-States
Row 32432, label PEFNTVTY, used 19644: United-States
Row 32432, label PEMNTVTY, used 19644: Iran
Row 32468, label PEFNTVTY, used 65: South Korea
Row 32473, label PEFNTVTY, used 1533: Ireland
Row 32473, label PEMNTVTY, used 1533: Ireland
Row 32491, label PEFNTVTY, used 2014: United-States
Row 32491, label PEMNTVTY, used 2014: United-States
Row 32494, label PEFNTVTY, used 65: South Korea
Row 32494, label PEMNTVTY, used 65: United-States
Row 32494, label PENATVTY, used 65: United-States
Row 32517, label PEMNTVTY, used 65: United-States
Row 32521, label PEFNTVTY, used 289: Poland
Row 32528, label PEFNTVTY, used 46: United-States
Row 32528, label PEMNTVTY, used 46: United-States
Row 32533, label PENATVTY, used 4083: United-States
Row 32538, label PEFNTVTY, used 67895: United-States
Row 32555, label PEFNTVTY, used 9912: Italy
Row 32557, label PEMNTVTY, used 0: United-States
Row 32562, label PEFNTVTY, used 85: Mexico
Row 32562, label PEMNTVTY, used 85: Mexico
Row 32562, label PENATVTY, used 85: Mexico
Row 32584, label PEFNTVTY, used 3: United-States
Row 32584, label PEMNTVTY, used 3: United-States
Row 32584, label PENATVTY, used 3: United-States
Row 32588, label PEFNTVTY, used 119: United-States
Row 32636, label PEMNTVTY, used 19378: United-States
Row 32636, label PENATVTY, used 19378: United-States
Row 32640, label PEFNTVTY, used 2182: United-States
Row 32640, label PEMNTVTY, used 2182: United-States
Row 32667, label PEFNTVTY, used 419: United-States
Row 32667, label PEMNTVTY, used 419: United-States
Row 32667, label PENATVTY, used 419: United-States
Row 32693, label PEFNTVTY, used 100: United-States
Row 32693, label PEMNTVTY, used 100: United-States
Row 32727, label PENATVTY, used 2178: China
Row 32734, label PEFNTVTY, used 1994: United-States
Row 32734, label PEMNTVTY, used 1994: United-States
Row 32734, label PENATVTY, used 1994: United-States
Row 32742, label PEFNTVTY, used 2777: India
Row 32742, label PEMNTVTY, used 2777: India
Row 32742, label PENATVTY, used 2777: India
Row 32776, label PEMNTVTY, used 65: United-States
Row 32788, label PEFNTVTY, used 3: United-States
Row 32788, label PEMNTVTY, used 3: United-States
Row 32788, label PENATVTY, used 3: United-States
Row 32789, label PEMNTVTY, used 41: Puerto-Rico
Row 32794, label PEFNTVTY, used 3660: United-States
Row 32794, label PEMNTVTY, used 3660: United-States
Row 32794, label PENATVTY, used 3660: United-States
Row 32889, label PEFNTVTY, used 473: United-States
Row 32889, label PEMNTVTY, used 473: United-States
Row 32904, label PEFNTVTY, used 65: South Korea
Row 32904, label PEMNTVTY, used 65: United-States
Row 32904, label PENATVTY, used 65: United-States
Row 32919, label PEFNTVTY, used 4610: Jamaica
Row 32919, label PEMNTVTY, used 4610: United-States
Row 32919, label PENATVTY, used 4610: United-States
Row 32934, label PENATVTY, used 7450: United-States
Row 32950, label PEFNTVTY, used 428: United-States
Row 32950, label PEMNTVTY, used 428: United-States
Row 32953, label PEFNTVTY, used 5195: United-States
Row 32953, label PEMNTVTY, used 5195: United-States
Row 32980, label PEFNTVTY, used 473: United-States
Row 32980, label PEMNTVTY, used 473: United-States
Row 32985, label PEFNTVTY, used 3: United-States
Row 32985, label PEMNTVTY, used 3: United-States
Row 33026, label PEFNTVTY, used 208: United-States
Row 33026, label PEMNTVTY, used 208: United-States
Row 33041, label PEFNTVTY, used 192629: United-States
Row 33041, label PEMNTVTY, used 192629: United-States
Row 33041, label PENATVTY, used 192629: United-States
Row 33052, label PEFNTVTY, used 30262: United-States
Row 33052, label PEMNTVTY, used 30262: United-States
Row 33073, label PEFNTVTY, used 428: United-States
Row 33073, label PEMNTVTY, used 428: United-States
Row 33099, label PENATVTY, used 14205: United-States
Row 33118, label PEFNTVTY, used 71969: Germany
Row 33118, label PEMNTVTY, used 71969: United-States
Row 33118, label PENATVTY, used 71969: United-States
Row 33141, label PENATVTY, used 127: United-States
Row 33168, label PEFNTVTY, used 1415: Mexico
Row 33168, label PEMNTVTY, used 1415: Mexico
Row 33168, label PENATVTY, used 1415: Mexico
Row 33241, label PEFNTVTY, used 61611: United-States
Row 33241, label PEMNTVTY, used 61611: United-States
Row 33241, label PENATVTY, used 61611: United-States
Row 33248, label PEFNTVTY, used 44: United-States
Row 33248, label PEMNTVTY, used 44: United-States
Row 33248, label PENATVTY, used 44: United-States
Row 33259, label PEFNTVTY, used 125856: Nicaragua
Row 33259, label PEMNTVTY, used 125856: Nicaragua
Row 33259, label PENATVTY, used 125856: Nicaragua
Row 33325, label PEFNTVTY, used 1804: United-States
Row 33325, label PEMNTVTY, used 1804: United-States
Row 33325, label PENATVTY, used 1804: United-States
Row 33352, label PEMNTVTY, used 63733: United-States
Row 33355, label PEFNTVTY, used 927: United-States
Row 33355, label PEMNTVTY, used 927: United-States
Row 33358, label PEFNTVTY, used 46: United-States
Row 33376, label PEFNTVTY, used 44: United-States
Row 33411, label PEFNTVTY, used 501: China
Row 33411, label PEMNTVTY, used 501: China
Row 33411, label PENATVTY, used 501: China
Row 33414, label PEFNTVTY, used 101444: Italy
Row 33414, label PEMNTVTY, used 101444: Italy
Row 33414, label PENATVTY, used 101444: United-States
Row 33422, label PEFNTVTY, used 44: United-States
Row 33422, label PEMNTVTY, used 44: United-States
Row 33422, label PENATVTY, used 44: United-States
Row 33431, label PEFNTVTY, used 3326: United-States
Row 33431, label PEMNTVTY, used 3326: United-States
Row 33431, label PENATVTY, used 3326: United-States
Row 33437, label PENATVTY, used 3: United-States
Row 33490, label PEMNTVTY, used 740: United-States
Row 33523, label PEFNTVTY, used 11496: United-States
Row 33523, label PEMNTVTY, used 11496: United-States
Row 33523, label PENATVTY, used 11496: United-States
Row 33526, label PEFNTVTY, used 56: United-States
Row 33526, label PEMNTVTY, used 56: United-States
Row 33526, label PENATVTY, used 56: United-States
Row 33531, label PEFNTVTY, used 481: United-States
Row 33531, label PEMNTVTY, used 481: United-States
Row 33620, label PEFNTVTY, used 65: South Korea
Row 33620, label PEMNTVTY, used 65: United-States
Row 33650, label PEFNTVTY, used 31602: United-States
Row 33650, label PEMNTVTY, used 31602: United-States
Row 33650, label PENATVTY, used 31602: United-States
Row 33657, label PEFNTVTY, used 15: United-States
Row 33657, label PEMNTVTY, used 15: United-States
Row 33693, label PEFNTVTY, used 24399: United-States
Row 33693, label PEMNTVTY, used 24399: United-States
Row 33758, label PEFNTVTY, used 44: United-States
Row 33758, label PEMNTVTY, used 44: United-States
Row 33787, label PEFNTVTY, used 2612: United-States
Row 33787, label PEMNTVTY, used 2612: United-States
Row 33787, label PENATVTY, used 2612: United-States
Row 33790, label PENATVTY, used 2016: Poland
Row 33801, label PEFNTVTY, used 27215: United-States
Row 33801, label PEMNTVTY, used 27215: United-States
Row 33801, label PENATVTY, used 27215: United-States
Row 33822, label PEMNTVTY, used 891: United-States
Row 33836, label PEMNTVTY, used 12315: United-States
Row 33836, label PENATVTY, used 12315: United-States
Row 33897, label PEFNTVTY, used 428: United-States
Row 33897, label PEMNTVTY, used 428: United-States
Row 33927, label PEFNTVTY, used 87: United-States
Row 33935, label PENATVTY, used 428: United-States
Row 33975, label PEFNTVTY, used 481: United-States
Row 33975, label PEMNTVTY, used 481: United-States
Row 33977, label PEFNTVTY, used 66738: United-States
Row 33977, label PEMNTVTY, used 66738: United-States
Row 33977, label PENATVTY, used 66738: United-States
Row 34010, label PEFNTVTY, used 529: United-States
Row 34015, label PEFNTVTY, used 369: United-States
Row 34015, label PEMNTVTY, used 369: United-States
Row 34015, label PENATVTY, used 369: United-States
Row 34085, label PEFNTVTY, used 119: United-States
Row 34085, label PEMNTVTY, used 119: United-States
Row 34097, label PEFNTVTY, used 11968: Cuba
Row 34200, label PEFNTVTY, used 18713: United-States
Row 34202, label PEFNTVTY, used 428: United-States
Row 34221, label PENATVTY, used 7398: United-States
Row 34228, label PEFNTVTY, used 2418: United-States
Row 34228, label PEMNTVTY, used 2418: United-States
Row 34228, label PENATVTY, used 2418: United-States
Row 34240, label PEFNTVTY, used 6762: United-States
Row 34240, label PEMNTVTY, used 6762: United-States
Row 34240, label PENATVTY, used 6762: United-States
Row 34242, label PEFNTVTY, used 119: United-States
Row 34242, label PEMNTVTY, used 119: United-States
Row 34250, label PEFNTVTY, used 428: United-States
Row 34252, label PEFNTVTY, used 1038: United-States
Row 34252, label PEMNTVTY, used 1038: United-States
Row 34252, label PENATVTY, used 1038: United-States
Row 34266, label PEFNTVTY, used 41759: United-States
Row 34266, label PEMNTVTY, used 41759: United-States
Row 34266, label PENATVTY, used 41759: United-States
Row 34270, label PEFNTVTY, used 127: United-States
Row 34289, label PEFNTVTY, used 44: United-States
Row 34289, label PEMNTVTY, used 44: United-States
Row 34289, label PENATVTY, used 44: United-States
Row 34319, label PEFNTVTY, used 18594: United-States
Row 34345, label PEFNTVTY, used 417: United-States
Row 34345, label PEMNTVTY, used 417: United-States
Row 34348, label PEFNTVTY, used 179: United-States
Row 34348, label PEMNTVTY, used 179: United-States
Row 34389, label PEFNTVTY, used 44: United-States
Row 34389, label PEMNTVTY, used 44: United-States
Row 34389, label PENATVTY, used 44: United-States
Row 34397, label PEFNTVTY, used 3: United-States
Row 34426, label PEFNTVTY, used 483: United-States
Row 34426, label PEMNTVTY, used 483: United-States
Row 34426, label PENATVTY, used 483: United-States
Row 34428, label PEFNTVTY, used 179: United-States
Row 34428, label PEMNTVTY, used 179: United-States
Row 34428, label PENATVTY, used 179: United-States
Row 34432, label PEFNTVTY, used 807: United-States
Row 34456, label PEFNTVTY, used 142778: United-States
Row 34456, label PEMNTVTY, used 142778: United-States
Row 34463, label PEFNTVTY, used 9159: China
Row 34463, label PENATVTY, used 9159: China
Row 34521, label PEFNTVTY, used 119: United-States
Row 34521, label PEMNTVTY, used 119: United-States
Row 34599, label PEFNTVTY, used 3: United-States
Row 34622, label PEFNTVTY, used 69651: United-States
Row 34622, label PEMNTVTY, used 69651: United-States
Row 34666, label PEMNTVTY, used 46: United-States
Row 34693, label PEFNTVTY, used 15: United-States
Row 34693, label PEMNTVTY, used 15: United-States
Row 34739, label PEFNTVTY, used 203: Puerto-Rico
Row 34739, label PEMNTVTY, used 203: Puerto-Rico
Row 34739, label PENATVTY, used 203: United-States
Row 34754, label PEFNTVTY, used 114: United-States
Row 34754, label PEMNTVTY, used 114: United-States
Row 34757, label PEFNTVTY, used 44: United-States
Row 34757, label PEMNTVTY, used 44: United-States
Row 34757, label PENATVTY, used 44: United-States
Row 34766, label PEFNTVTY, used 15: United-States
Row 34766, label PEMNTVTY, used 15: United-States
Row 34789, label PEFNTVTY, used 39149: United-States
Row 34789, label PEMNTVTY, used 39149: United-States
Row 34789, label PENATVTY, used 39149: United-States
Row 34800, label PEMNTVTY, used 87: United-States
Row 34800, label PENATVTY, used 87: United-States
Row 34828, label PENATVTY, used 1433: China
Row 34851, label PEFNTVTY, used 10492: China
Row 34851, label PEMNTVTY, used 10492: China
Row 34851, label PENATVTY, used 10492: China
Row 34907, label PEFNTVTY, used 87: United-States
Row 34907, label PEMNTVTY, used 87: United-States
Row 34907, label PENATVTY, used 87: United-States
Row 34939, label PEFNTVTY, used 428: United-States
Row 34939, label PEMNTVTY, used 428: United-States
Row 34939, label PENATVTY, used 428: United-States
